instrument,alpha,key,text,label
ORAIS,0.79,1,Read someone’s personal web-page.,Interest in Gambling
ORAIS,0.79,1,Read the Bible or other sacred text.,Interest in Gambling
ORAIS,0.85,1,Read the comics to a child.,Interest in Gardening
ORAIS,0.89,1,Read the editorial page of a newspaper.,Spirituality/Religiousness
ORAIS,0.84,1,Readily overcome setbacks.,Interest in Drinking
ORAIS,0.82,1,Readily overcome setbacks.,Gregariousness
ORAIS,0.75,1,Readily overcome setbacks.,Interest in Home-Making
ORAIS,0.75,1,Readily overcome setbacks.,Interest in Home-Making
ORAIS,0.65,1,Readily overcome setbacks.,Interest in Game-Playing
ORAIS,0.66,1,Reason logically.,Interest in Self-Improvement
ORAIS,0.86,1,Reassure others,Interest in Children
ORAIS,0.85,1,Reassure others.,Interest in Exercise
ORAIS,0.89,1,Reassure others.,Spirituality/Religiousness
ORAIS,0.77,1,Reassure others.,Interest in Music
ORAIS,0.77,1,Rebel against authority.,Interest in Music
ORAIS,0.61,1,Recorded a television program.,Love of Learning
ORAIS,0.61,1,Recycled one or more items.,Love of Learning
ORAIS,0.89,1,Redecorate one’s house,Interest in Computing
ORAIS,0.75,1,Reflect on things before acting.,Interest in Home-Making
ORAIS,0.6,1,Reflect on things before acting.,Interest in Journaling
ORAIS,0.69,1,Refuse to take credit for work I haven't done.,Interest in Social Media
ORAIS,0.75,1,Remain calm during emergencies.,Interest in Money
ORAIS,0.64,1,Remain calm under pressure.,Interest in Food
ORAIS,0.69,1,Remain calm under pressure.,Creativity/Originality
ORAIS,0.85,1,Remain calm under pressure.,Interest in Exercise
ORAIS,0.69,1,Remain calm under pressure.,Interest in Social Media
ORAIS,0.52,1,Remain calm under pressure.,Interest in Environmentalism
ORAIS,0.82,1,Remain calm under pressure.,Gregariousness
ORAIS,0.85,1,Remain calm under pressure.,Interest in Gardening
ORAIS,0.65,1,Remain calm under pressure.,Interest in Game-Playing
ORAIS,0.89,1,Remain calm under pressure.,Interest in Computing
ORAIS,0.69,1,Remain calm under pressure.,Creativity/Originality
ORAIS,0.79,1,Remain hopeful despite challenges.,Interest in Sports
ORAIS,0.79,1,Remember my failures more easily than my successes.,Interest in Sports
ORAIS,0.79,1,Remember my friends' birthdays.,Interest in Gambling
ORAIS,0.65,1,Remember my friends' birthdays.,Interest in Game-Playing
ORAIS,0.65,1,Repair cars or trucks,Interest in Game-Playing
ORAIS,0.79,1,"Repeatedly check doors, windows, and drawers.",Interest in Sports
ORAIS,0.86,1,Resist authority.,Interest in Children
ORAIS,0.84,1,Resist authority.,Interest in Pets
ORAIS,0.89,1,Resist authority.,Spirituality/Religiousness
ORAIS,0.69,1,Respect authority.,Creativity/Originality
ORAIS,0.75,1,Respect authority.,Interest in Money
ORAIS,0.77,1,Respect authority.,Interest in Music
ORAIS,0.84,1,Respect authority.,Interest in Pets
ORAIS,0.79,1,Respect authority.,Interest in Gambling
ORAIS,0.6,1,Respect authority.,Interest in Journaling
ORAIS,0.5,1,Respect others' feelings.,Interest in Vehicles
ORAIS,0.89,1,Respect others.,Spirituality/Religiousness
ORAIS,0.84,1,Respect others.,Interest in Collecting
ORAIS,0.75,1,Respect others.,Interest in Money
ORAIS,0.75,1,Respect the opinions of others.,Love of Reading
ORAIS,0.5,1,Respect the opinions of others.,Interest in Vehicles
ORAIS,0.76,1,Respect the privacy of others.,Appearance-Consciousness
ORAIS,0.76,1,Retreat from others.,Appearance-Consciousness
ORAIS,0.61,1,Retreat from others.,Love of Learning
ORAIS,0.66,1,Retreat from others.,Interest in Self-Improvement
ORAIS,0.86,1,Return borrowed items.,Interest in Children
ORAIS,0.75,1,Return extra change when a cashier makes a mistake.,Love of Reading
ORAIS,0.75,1,Return extra change when a cashier makes a mistake.,Love of Reading
ORAIS,0.77,1,Return extra change when a cashier makes a mistake.,Interest in Music
ORAIS,0.89,1,Return extra change when a cashier makes a mistake.,Interest in Computing
ORAIS,0.66,1,Reveal little about myself.,Interest in Shopping
ORAIS,0.61,1,Reveal little about myself.,Love of Learning
ORAIS,0.69,1,Reveal little about myself.,Interest in Social Media
ORAIS,0.89,1,Reveal little about myself.,Spirituality/Religiousness
ORAIS,0.86,1,Ridicule people.,Interest in Children
ORAIS,0.61,1,Rode a motorcycle.,Love of Learning
ORAIS,0.61,1,Run for political office,Interest in Watching Television
ORAIS,0.52,1,Rush into things.,Interest in Environmentalism
ORAIS,0.5,1,Rush into things.,Interest in Vehicles
ORAIS,0.69,1,Rush into things.,Creativity/Originality
ORAIS,0.89,1,Sacrifice myself for others.,Interest in Computing
ORAIS,0.86,1,Sail my own course.,Interest in Children
ORAIS,0.77,1,Sang or played an instrument in public.,Interest in Music
ORAIS,0.66,1,Say inappropriate things.,Interest in Shopping
ORAIS,0.7,1,Say inappropriate things.,Interest in Political Activism
ORAIS,0.66,1,Say inappropriate things.,Interest in Shopping
ORAIS,0.73,1,Say little.,Reclusiveness
ORAIS,0.66,1,Say little.,Interest in Shopping
ORAIS,0.76,1,Say nothing new.,Appearance-Consciousness
ORAIS,0.76,1,Say what I think.,Appearance-Consciousness
ORAIS,0.79,1,Say what I think.,Interest in Travel
ORAIS,0.66,1,Scheme against others.,Interest in Self-Improvement
ORAIS,0.89,1,Scheme against others.,Interest in Computing
ORAIS,0.86,1,See beauty in things that others might not notice.,Interest in Children
ORAIS,0.79,1,See beauty in things that others might not notice.,Interest in Travel
ORAIS,0.79,1,See beauty in things that others might not notice.,Interest in Travel
ORAIS,0.77,1,See beauty in things that others might not notice.,Interest in Music
ORAIS,0.84,1,See beauty in things that others might not notice.,Interest in Collecting
ORAIS,0.79,1,See difficulties everywhere.,Interest in Travel
ORAIS,0.69,1,See difficulties everywhere.,Creativity/Originality
ORAIS,0.69,1,See difficulties everywhere.,Interest in Social Media
ORAIS,0.89,1,See difficulties everywhere.,Interest in Computing
ORAIS,0.85,1,See events as unavoidable.,Interest in Exercise
ORAIS,0.77,1,See little need for romance in my life.,Interest in Music
ORAIS,0.52,1,See myself as a good leader.,Interest in Environmentalism
ORAIS,0.66,1,See myself as a good leader.,Interest in Shopping
ORAIS,0.69,1,See myself as an average person.,Interest in Social Media
ORAIS,0.52,1,See other people as my competitors.,Interest in Environmentalism
ORAIS,0.82,1,See other people as my competitors.,Culture
ORAIS,0.75,1,See strange figures or visions when nothing is really there.,Love of Reading
ORAIS,0.82,1,See that rules are observed.,Culture
ORAIS,0.7,1,See that rules are observed.,Interest in Political Activism
ORAIS,0.74,1,See the humor in situations.,Interest in Outdoor Activities
ORAIS,0.52,1,Seek adventure.,Interest in Environmentalism
ORAIS,0.75,1,Seek adventure.,Interest in Home-Making
ORAIS,0.79,1,Seek adventure.,Interest in Sports
ORAIS,0.61,1,Seek adventure.,Interest in Watching Television
ORAIS,0.61,1,Seek adventure.,Interest in Watching Television
ORAIS,0.61,1,Seek adventure.,Interest in Watching Television
ORAIS,0.61,1,Seek conflict.,Love of Learning
ORAIS,0.61,1,Seek conflict.,Interest in Watching Television
ORAIS,0.61,1,Seek danger.,Interest in Watching Television
ORAIS,0.61,1,Seek danger.,Interest in Watching Television
ORAIS,0.74,1,Seek danger.,Interest in Outdoor Activities
ORAIS,0.74,1,Seek danger.,Interest in Outdoor Activities
ORAIS,0.57,1,Seek danger.,Interest in Romance
ORAIS,0.74,1,Seek danger.,Interest in Outdoor Activities
ORAIS,0.79,1,Seek danger.,Interest in Travel
ORAIS,0.57,1,Seek explanations of things.,Interest in Romance
ORAIS,0.74,1,Seek explanations of things.,Interest in Outdoor Activities
ORAIS,0.74,1,Seek quiet.,Interest in Outdoor Activities
ORAIS,0.73,1,Seek quiet.,Reclusiveness
ORAIS,0.85,1,Seek quiet.,Interest in Exercise
ORAIS,0.79,1,Seek status.,Interest in Travel
ORAIS,0.74,1,Seek status.,Interest in Outdoor Activities
ORAIS,0.79,1,Seek status.,Interest in Gambling
ORAIS,0.73,1,Seek support.,Reclusiveness
ORAIS,0.82,1,Seek support.,Gregariousness
ORAIS,0.82,1,Seek to influence others.,Gregariousness
ORAIS,0.73,1,Seek to influence others.,Reclusiveness
ORAIS,0.57,1,Seem to derive less enjoyment from interacting with people than others do.,Interest in Romance
ORAIS,0.65,1,Seldom daydream.,Interest in Game-Playing
ORAIS,0.75,1,Seldom daydream.,Interest in Money
ORAIS,0.6,1,Seldom daydream.,Interest in Journaling
ORAIS,0.84,1,Seldom daydream.,Interest in Collecting
ORAIS,0.6,1,Seldom experience sudden intuitive insights.,Interest in Journaling
ORAIS,0.7,1,Seldom feel blue.,Interest in Political Activism
ORAIS,0.57,1,Seldom feel blue.,Interest in Romance
ORAIS,0.6,1,Seldom feel blue.,Interest in Journaling
ORAIS,0.6,1,Seldom feel blue.,Interest in Journaling
ORAIS,0.6,1,Seldom feel blue.,Interest in Journaling
ORAIS,0.69,1,Seldom feel blue.,Creativity/Originality
ORVIS,0.88,1,Seldom feel blue.,Creativity/Originality
ORVIS,0.82,1,Seldom feel blue.,Adventurousness
ORVIS,0.88,1,Seldom feel blue.,Science Interest
ORVIS,0.86,1,Seldom feel blue.,Altruism
ORVIS,0.86,1,Seldom feel weepy while reading the sad part of a story.,Altruism
ORVIS,0.81,1,Seldom get emotional.,Construction/Mechanical Interests
ORVIS,0.79,1,Seldom get emotional.,Language Mastery
ORVIS,0.81,1,Seldom get emotional.,Construction/Mechanical Interests
ORVIS,0.79,1,Seldom get emotional.,Language Mastery
ORVIS,0.82,1,Seldom get lost in thought.,Adventurousness
ORVIS,0.88,1,Seldom get lost in thought.,Science Interest
ORVIS,0.82,1,Seldom get lost in thought.,Adventurousness
ORVIS,0.86,1,Seldom get lost in thought.,Altruism
ORVIS,0.86,1,Seldom get mad.,Altruism
ORVIS,0.88,1,Seldom get mad.,Science Interest
ORVIS,0.82,1,Seldom get mad.,Adventurousness
ORVIS,0.82,1,Seldom get mad.,Adventurousness
ORVIS,0.88,1,Seldom get mad.,Creativity/Originality
ORVIS,0.79,1,Seldom get mad.,Language Mastery
ORVIS,0.9,1,Seldom get mad.,Organization
ORVIS,0.82,1,Seldom get mad.,Adventurousness
ORVIS,0.87,1,Seldom get mad.,Leadership
ORVIS,0.88,1,Seldom joke around.,Science Interest
ORVIS,0.86,1,Seldom joke around.,Altruism
ORVIS,0.87,1,Seldom joke around.,Leadership
ORVIS,0.88,1,Seldom joke around.,Science Interest
ORVIS,0.79,1,Seldom joke around.,Language Mastery
ORVIS,0.88,1,Seldom notice details.,Creativity/Originality
ORVIS,0.88,1,Seldom notice the emotional aspects of paintings and pictures.,Creativity/Originality
ORVIS,0.86,1,Seldom notice the emotional aspects of paintings and pictures.,Altruism
ORVIS,0.9,1,Seldom read the comics.,Organization
ORVIS,0.87,1,Seldom stretch the truth,Leadership
ORVIS,0.9,1,Seldom take offense.,Organization
ORVIS,0.87,1,Seldom take offense.,Leadership
ORVIS,0.81,1,Seldom take offense.,Construction/Mechanical Interests
ORVIS,0.86,1,Seldom toot my own horn.,Altruism
ORVIS,0.88,1,Seldom toot my own horn.,Science Interest
ORVIS,0.82,1,Select art works for a museum,Adventurousness
ORVIS,0.81,1,Sense others' wishes.,Construction/Mechanical Interests
ORVIS,0.86,1,Sent a message by electronic mail (e-mail).,Altruism
ORVIS,0.88,1,Served as a baby sitter.,Creativity/Originality
ORVIS,0.88,1,Set high standards for myself and others.,Creativity/Originality
ORVIS,0.81,1,Set high standards for myself and others.,Construction/Mechanical Interests
ORVIS,0.87,1,Set high standards for myself and others.,Leadership
ORVIS,0.88,1,Set high standards for myself and others.,Science Interest
ORVIS,0.88,1,Shirk my duties.,Creativity/Originality
ORVIS,0.88,1,Shirk my duties.,Science Interest
ORVIS,0.9,1,Shirk my duties.,Organization
ORVIS,0.81,1,Shoot my mouth off.,Construction/Mechanical Interests
ORVIS,0.79,1,Shoot my mouth off.,Language Mastery
ORVIS,0.82,1,Shoot my mouth off.,Adventurousness
ORVIS,0.9,1,Shopped in a music store.,Organization
ORVIS,0.88,1,Shopped on the web.,Science Interest
ORVIS,0.82,1,Should get special privileges.,Adventurousness
ORVIS,0.81,1,Shout or scream when I'm angry.,Construction/Mechanical Interests
ORVIS,0.86,1,Show a mastery of language.,Altruism
ORVIS,0.86,1,Show a mastery of language.,Altruism
ORVIS,0.86,1,Show a mastery of language.,Altruism
ORVIS,0.79,1,Show my fear.,Language Mastery
ORVIS,0.9,1,Show my feelings when I'm happy.,Organization
ORVIS,0.9,1,Show my feelings when I'm happy.,Organization
ORVIS,0.79,1,Show my feelings.,Language Mastery
ORVIS,0.87,1,Show my feelings.,Leadership
ORVIS,0.87,1,Show my feelings.,Leadership
ORVIS,0.87,1,Show my gratitude.,Leadership
ORVIS,0.79,1,Show my gratitude.,Language Mastery
ORVIS,0.9,1,Show my gratitude.,Organization
ORVIS,0.9,1,Show my sadness.,Organization
ORVIS,0.87,1,Show my sadness.,Leadership
ORVIS,0.88,1,Signed a petition.,Creativity/Originality
ORVIS,0.86,1,Sing professionally,Altruism
ORVIS,0.87,1,Skip difficult words while reading.,Leadership
ORVIS,0.87,1,Skip difficult words while reading.,Leadership
ORVIS,0.9,1,Skip difficult words while reading.,Organization
ORVIS,0.9,1,Smile a lot.,Organization
ORVIS,0.88,1,Snap at people,Creativity/Originality
ORVIS,0.9,1,Snap at people.,Organization
ORVIS,0.86,1,Snap at people.,Altruism
ORVIS,0.81,1,Snap at people.,Construction/Mechanical Interests
ORVIS,0.79,1,Solve complex puzzles,Language Mastery
ORVIS,0.88,1,Sometimes find myself in a trance-like state without trying.,Creativity/Originality
ORVIS,0.81,1,Sometimes get lost in my daydreams.,Construction/Mechanical Interests
ORVIS,0.87,1,Sometimes have extremely vivid pictures in my head.,Leadership
ORVIS,0.88,1,Sometimes have fantasies that are overwhelming.,Creativity/Originality
ORVIS,0.88,1,Sometimes have to clean myself simply because I feel contaminated.,Creativity/Originality
ORVIS,0.88,1,Sometimes have trouble making up my mind.,Science Interest
ORVIS,0.79,1,Sometimes laugh out loud when reading or watching TV.,Language Mastery
ORVIS,0.9,1,Sometimes think the TV is talking directly to me.,Organization
ORVIS,0.82,1,Speak fluently on any subject,Adventurousness
ORVIS,0.81,1,Speak ill of others.,Construction/Mechanical Interests
ORVIS,0.88,1,Speak ill of others.,Creativity/Originality
ORVIS,0.88,1,Speak ill of others.,Creativity/Originality
Radloff1977,0.93,1,Speak loudly.,Depression
Radloff1977,0.93,1,Speak loudly.,Depression
Radloff1977,0.93,-1,Speak softly.,Depression
Radloff1977,0.93,1,Speak softly.,Depression
Radloff1977,0.93,1,Speak softly.,Depression
Radloff1977,0.93,-1,Speak softly.,Depression
Radloff1977,0.93,-1,Speak up in protest when I hear someone say mean things.,Depression
Radloff1977,0.93,1,Spend a lot of time reading.,Depression
Radloff1977,0.93,1,Spend a lot of time reading.,Depression
Radloff1977,0.93,1,Spend more money than I have.,Depression
Radloff1977,0.93,1,Spend more money than I have.,Depression
Radloff1977,0.93,1,Spend time reflecting on things.,Depression
Radloff1977,0.93,1,Spend time reflecting on things.,Depression
Radloff1977,0.93,1,Spend time reflecting on things.,Depression
Radloff1977,0.93,1,Spend time thinking about past mistakes.,Depression
Radloff1977,0.93,1,Spend time thinking about past mistakes.,Depression
Radloff1977,0.93,1,Spent 10 minutes or more in a non-grocery store.,Depression
Radloff1977,0.93,1,Spent an entire vacation by myself.,Depression
Radloff1977,0.93,1,Spent an hour or more in a non-grocery store.,Depression
Radloff1977,0.93,1,Spent more than 10 minutes thinking about what to wear.,Depression
Radloff1977,0.93,1,Spent more than an hour thinking about what to wear.,Depression
Radloff1977,0.93,1,Spill things.,Depression
Rosenberg1965,0.84,-1,Stand behind my actions.,Self-esteem
Rosenberg1965,0.84,-1,Start conversations,Self-esteem
Rosenberg1965,0.84,1,Start conversations.,Self-esteem
Rosenberg1965,0.84,-1,Start conversations.,Self-esteem
Rosenberg1965,0.84,-1,Start conversations.,Self-esteem
Rosenberg1965,0.84,1,Start conversations.,Self-esteem
Rosenberg1965,0.84,1,Start tasks right away.,Self-esteem
Rosenberg1965,0.84,1,Start tasks right away.,Self-esteem
Rosenberg1965,0.84,-1,Stay in touch with old acquaintances.,Self-esteem
Rosenberg1965,0.84,1,"Stayed in a hotel, motel, or resort.",Self-esteem
Scheier1994,0.86,-1,Steal things.,Hope/Optimism
Scheier1994,0.86,-1,Stick to my chosen path.,Hope/Optimism
Scheier1994,0.86,1,Stick to my chosen path.,Hope/Optimism
Scheier1994,0.86,-1,Stick to the rules.,Hope/Optimism
Scheier1994,0.86,-1,Stick to the rules.,Hope/Optimism
Scheier1994,0.86,1,Stick to the rules.,Hope/Optimism
Scheier1994,0.86,1,Stick to the rules.,Hope/Optimism
Scheier1994,0.86,-1,Stick to the rules.,Hope/Optimism
Scheier1994,0.86,1,Stick to the rules.,Hope/Optimism
Snyder1974,0.82,1,Stick up for myself.,Self-monitoring
Snyder1974,0.82,1,Stop to count my blessings.,Self-monitoring
Snyder1974,0.82,1,Stop when work becomes too difficult.,Self-monitoring
Snyder1974,0.82,-1,Strive in every way possible to be flawless.,Self-monitoring
Snyder1974,0.82,-1,Studied some subject.,Self-monitoring
Snyder1974,0.82,1,Stumble over my words.,Self-monitoring
Snyder1974,0.82,1,Suddenly lose interest.,Self-monitoring
Snyder1974,0.82,1,Suffer from others' sorrows.,Self-monitoring
Snyder1974,0.82,1,Suffer from others' sorrows.,Self-monitoring
Snyder1974,0.82,-1,Suffer from others' sorrows.,Self-monitoring
Span2002,0.78,1,Suffer from others' sorrows.,ADHD
Span2002,0.78,1,Suffer from others' sorrows.,ADHD
Span2002,0.78,1,Supervise the work of others,ADHD
Span2002,0.78,1,Support my teammates or fellow group members.,ADHD
Span2002,0.78,1,Surfed the Internet.,ADHD
Span2002,0.78,1,Survive in the wilderness,ADHD
Span2002,0.78,1,Suspect hidden motives in others.,ADHD
Span2002,0.78,1,Suspect hidden motives in others.,ADHD
Span2002,0.78,1,Suspect hidden motives in others.,ADHD
Span2002,0.78,1,Suspect hidden motives in others.,ADHD
Span2002,0.78,1,Suspect hidden motives in others.,ADHD
Span2002,0.78,1,Suspect hidden motives in others.,ADHD
TCI,0.75,1,Suspect hidden motives in others.,Competence
TCI,0.72,1,Suspect that my facial expressions give me away when I feel sad.,Compassion
TCI,0.72,1,Suspect that my facial expressions give me away when I feel sad.,Tolerance
TCI,0.78,1,Swim against the current.,Industriousness/Perseverance/Persistence
TCI,0.73,1,Swim against the current.,Trust
TCI,0.66,1,Swim against the current.,Morality
TCI,0.86,-1,Switch my loyalties when I feel like it.,Social-discomfort
TCI,0.71,-1,Sympathize with others' feelings.,Hope/Optimism
TCI,0.72,-1,Sympathize with others' feelings.,Tolerance
TCI,0.78,1,Sympathize with others' feelings.,Impulse-Control
TCI,0.77,1,Sympathize with others’ feelings.,Self-efficacy
TCI,0.78,1,Sympathize with the homeless.,Industriousness/Perseverance/Persistence
TCI,0.72,-1,Sympathize with the homeless.,Tolerance
TCI,0.86,1,Sympathize with the homeless.,Social-discomfort
TCI,0.86,-1,Sympathize with the homeless.,Social-discomfort
TCI,0.83,-1,Take advantage of others.,Resourcefulness
TCI,0.83,-1,Take advantage of others.,Resourcefulness
TCI,0.8,1,Take advantage of others.,Sentimentality
TCI,0.72,-1,Take advantage of others.,Satisfaction
TCI,0.78,1,Take advantage of others.,Industriousness/Perseverance/Persistence
TCI,0.72,1,Take an interest in other people’s lives.,Compassion
TCI,0.8,-1,Take an interest in other people's lives.,Sentimentality
TCI,0.74,1,Take an interest in other people's lives.,Romanticism
TCI,0.73,1,Take care of my own affairs.,Trust
TCI,0.86,-1,Take charge.,Social-discomfort
TCI,0.72,-1,Take charge.,Satisfaction
TCI,0.78,-1,Take charge.,Imagination
TCI,0.65,-1,Take charge.,Femininity
TCI,0.71,-1,Take charge.,Hope/Optimism
TCI,0.77,1,Take charge.,Self-efficacy
TCI,0.86,1,Take control of things.,Neuroticism
TCI,0.86,1,Take control of things.,Self-disclosure
TCI,0.8,1,Take control of things.,Variety-seeking
TCI,0.69,-1,Take deviant positions.,Self-acceptance
TCI,0.74,1,Take good care of my belongings.,Romanticism
TCI,0.74,1,Take no time for others.,Romanticism
TCI,0.69,-1,Take no time for others.,Self-acceptance
TCI,0.72,-1,Take no time for others.,Tolerance
TCI,0.86,1,Take offense easily.,Social-discomfort
TCI,0.78,1,Take offense easily.,Industriousness/Perseverance/Persistence
TCI,0.71,-1,Take offense easily.,Hope/Optimism
TCI,0.78,1,Take others' interests into account.,Harm-Avoidance
TCI,0.77,1,Take others' interests into account.,Self-efficacy
TCI,0.71,1,Take precautions.,Conservatism
TCI,0.71,1,Take precautions.,Conservatism
TCI,0.67,-1,Take pride in not exaggerating who or what I am.,Conformity/Dependence/Need for approval
TCI,0.72,1,Take risks.,Tolerance
TCI,0.66,-1,Take risks.,Morality
TCI,0.71,1,Take risks.,Conservatism
TCI,0.71,-1,Take tasks too lightly.,Conservatism
TCI,0.72,1,Take the initiative.,Tolerance
TCI,0.86,-1,Take the initiative.,Self-disclosure
TCI,0.8,1,Take the initiative.,Rebelliousness
TCI,0.72,1,Take things as they come,Tolerance
TCI,0.83,1,Take things as they come.,Resourcefulness
TCI,0.77,-1,Take things as they come.,Self-efficacy
TCI,0.75,1,Take things as they come.,Competence
TCI,0.77,-1,Take things as they come.,Self-efficacy
TCI,0.73,-1,Take things as they come.,Trust
TCI,0.83,-1,Take things as they come.,Resourcefulness
TCI,0.66,1,Take time out for others.,Morality
TCI,0.78,1,Take time out for others.,Impulse-Control
TCI,0.8,1,Take time out for others.,Rebelliousness
TCI,0.83,1,Take time to reflect on things.,Resourcefulness
TCI,0.8,-1,Talk a lot.,Variety-seeking
TCI,0.71,-1,Talk about my worries.,Conservatism
TCI,0.73,-1,Talk about my worries.,Trust
TCI,0.78,-1,Talk even when I know I shouldn't.,Harm-Avoidance
TCI,0.78,-1,Talk mainly about myself.,Industriousness/Perseverance/Persistence
TCI,0.78,1,Talk to a lot of different people at parties,Industriousness/Perseverance/Persistence
TCI,0.74,-1,Talk to a lot of different people at parties.,Romanticism
TCI,0.66,-1,Talk to a lot of different people at parties.,Morality
TCI,0.78,-1,Talk to a lot of different people at parties.,Impulse-Control
TCI,0.72,-1,Talk to a lot of different people at parties.,Compassion
TCI,0.67,1,Talk to a lot of different people at parties.,Conformity/Dependence/Need for approval
TCI,0.8,-1,Talk too much.,Sentimentality
TCI,0.78,-1,Talked less than usual.,Impulse-Control
TCI,0.75,-1,Talked out loud to myself.,Competence
TCI,0.75,-1,Tell other people what they want to hear so that they will do what I want them to do.,Competence
TCI,0.86,-1,Tell people about it when I'm irritated.,Self-disclosure
TCI,0.78,1,Tell tall stories about myself.,Impulse-Control
TCI,0.78,-1,Tell the truth.,Harm-Avoidance
TCI,0.84,1,Tell the truth.,Friendliness
TCI,0.8,1,Tend to analyze things.,Rebelliousness
TCI,0.74,1,Tend to analyze things.,Romanticism
TCI,0.8,1,Tend to analyze things.,Variety-seeking
TCI,0.78,1,Tend to analyze things.,Imagination
TCI,0.74,1,Tend to dislike impulsive people.,Romanticism
TCI,0.83,1,Tend to dislike soft-hearted people.,Resourcefulness
TCI,0.72,-1,Tend to dislike soft-hearted people.,Satisfaction
TCI,0.86,-1,Tend to feel happy and irritable at the same time.,Social-discomfort
TCI,0.73,-1,Tend to feel the same every day.,Trust
TCI,0.72,-1,Tend to feel very hopeless.,Satisfaction
TCI,0.65,1,Tend to think about something for hours.,Femininity
TCI,0.77,1,Tend to think of alternatives when someone tells me how to do something.,Self-efficacy
TCI,0.72,-1,Tend to vote for conservative political candidates.,Satisfaction
TCI,0.75,1,Tend to vote for conservative political candidates.,Competence
TCI,0.86,1,Tend to vote for conservative political candidates.,Social-discomfort
TCI,0.85,-1,Tend to vote for conservative political candidates.,Initiative
TCI,0.72,-1,Tend to vote for liberal political candidates.,Compassion
TCI,0.85,1,Tend to vote for liberal political candidates.,Initiative
TCI,0.67,1,Tend to vote for liberal political candidates.,Conformity/Dependence/Need for approval
TCI,0.67,1,Tend to vote for liberal political candidates.,Conformity/Dependence/Need for approval
TCI,0.78,1,Think about the causes of my emotions.,Impulse-Control
TCI,0.83,1,Think about what is good in my life when I feel down.,Resourcefulness
TCI,0.72,-1,Think ahead.,Compassion
TCI,0.72,-1,Think before I speak.,Compassion
TCI,0.85,1,Think deeply about things.,Initiative
TCI,0.72,-1,Think highly of myself.,Compassion
TCI,0.72,-1,Think highly of myself.,Tolerance
TCI,0.78,1,Think highly of myself.,Imagination
TCI,0.78,1,Think highly of myself.,Imagination
TCI,0.85,1,Think I would make a good actor.,Initiative
TCI,0.85,1,Think it's best to keep my emotions to myself.,Initiative
TCI,0.67,-1,Think of others first,Conformity/Dependence/Need for approval
TCI,0.75,-1,Think of others first.,Competence
TCI,0.78,-1,Think of others first.,Impulse-Control
TCI,0.67,1,Think of others first.,Conformity/Dependence/Need for approval
TCI,0.79,1,Think quickly.,Empathy
TCI,0.8,1,Think quickly.,Sentimentality
TCI,0.72,-1,Think quickly.,Recklessness
TCI,0.84,-1,Think that all will be well.,Friendliness
TCI,0.85,-1,Think that I am in good medical condition.,Initiative
TCI,0.86,-1,Think that my life is extremely interesting.,Self-disclosure
TCI,0.72,-1,Think that my moods don't change more than most people's do.,Compassion
TCI,0.72,-1,Think too highly of myself.,Recklessness
TCI,0.72,1,Think twice before doing something.,Recklessness
TCI,0.71,1,Thought about killing myself.,Hope/Optimism
TCI,0.72,1,Thought my life had been a failure.,Satisfaction
TCI,0.8,1,Throw a new light on the situation.,Rebelliousness
TCI,0.78,-1,Tire out quickly.,Harm-Avoidance
TCI,0.71,1,Tolerate a lot from others.,Hope/Optimism
TCI,0.72,-1,Tolerate a lot from others.,Tolerance
TCI,0.72,-1,Took a child on an outing.,Satisfaction
TCI,0.78,-1,Took a trip.,Harm-Avoidance
TCI,0.71,-1,Took travel photographs.,Hope/Optimism
TCI,0.72,1,Traded music with a friend.,Recklessness
TCI,0.73,1,Traded something in my collection.,Trust
TCI,0.8,1,Traveled by train or plane.,Variety-seeking
TCI,0.72,-1,Treat all people equally.,Recklessness
TCI,0.75,1,Treat all people equally.,Competence
TCI,0.8,1,Treat everyone the same.,Variety-seeking
TCI,0.65,1,Treat others differently if I don't like them.,Femininity
TCI,0.66,1,Treat people as inferiors.,Morality
TCI,0.69,-1,Treat people as inferiors.,Self-acceptance
TCI,0.72,-1,Treat people as inferiors.,Compassion
TCI,0.65,1,Treat people as inferiors.,Femininity
TCI,0.65,1,Tremble in dangerous situations.,Femininity
TCI,0.74,1,Tried something completely new.,Romanticism
TCI,0.71,1,Trust others.,Hope/Optimism
TCI,0.8,1,Trust others.,Variety-seeking
TCI,0.78,-1,Trust others.,Impulse-Control
TCI,0.79,1,Trust others.,Empathy
TCI,0.72,1,Trust what people say.,Recklessness
TCI,0.66,-1,Trust what people say.,Morality
TCI,0.85,-1,Trust what people say.,Initiative
TCI,0.77,1,Trust what people say.,Self-efficacy
TCI,0.85,-1,Try not to do favors for others.,Extravagance
TCI,0.71,1,Try not to think about the needy.,Hope/Optimism
TCI,0.78,1,Try not to think about the needy.,Achievement-striving
TCI,0.85,-1,Try not to think about the needy.,Extravagance
TCI,0.73,-1,Try not to think about the needy.,Trust
TCI,0.86,1,Try out new things.,Social-discomfort
TCI,0.86,1,Try out new things.,Social-discomfort
TCI,0.85,1,Try to add some humor to whatever I do.,Extravagance
TCI,0.83,-1,Try to avoid complex people.,Resourcefulness
TCI,0.85,1,Try to avoid complex people.,Initiative
TCI,0.8,-1,Try to avoid complex people.,Variety-seeking
TCI,0.73,-1,Try to avoid complex people.,Trust
TCI,0.85,-1,Try to avoid complex people.,Initiative
TCI,0.67,-1,Try to avoid complex people.,Conformity/Dependence/Need for approval
